SERVICEREQUESTID,STREETADDRESS,CITY,STATE,ZIPCODE,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,PRIORITY,DETAILS,WARD,XCOORD,YCOORD,LATITUDE,LONGITUDE,MARADDRESSREPOSITORYID,GIS_ID,GLOBALID,CREATED,EDITED,GDB_FROM_DATE,GDB_TO_DATE,GDB_ARCHIVE_OID,OBJECTID
25-00000949,1304 LONGFELLOW STREET NW,WASHINGTON,DC,20011.0,S0441,Trash Collection - Missed,SWMA- Solid Waste Management Admistration,DPW,1,1735826801000,1736013765000.0,1736172401000,1735826801000,,,,Closed,,Standard,,Ward 4,397359.11,143240.99,38.95707022,-77.03046907,254821,,{2ABAD36E-3439-4F52-E063-792F520AF93F},,,1735845523000,253402300799000,4419749,11866285
25-00000952,726 EMERSON STREET NE,WASHINGTON,DC,20017.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735826877000,1736865473000.0,1736571540000,1735826877000,,,,Closed,,Standard,,Ward 5,400363.69,142477.89,38.9501999,-76.99580436,78048,,{2ABAD36E-343A-4F52-E063-792F520AF93F},,,1735845523000,253402300799000,4419750,11866286
25-00000953,925 SHEPHERD STREET NW,WASHINGTON,DC,20011.0,DDOCONRU,DOEE - Report Construction Erosion Runoff,Department of Energy and Environment,DOEE,1,1735826889000,1735826889000.0,1735913289000,1735826889000,,,,Closed,,Standard,,Ward 4,397742.14,141339.64,38.9399434,-77.02604363,224862,,{2ABAD36E-343B-4F52-E063-792F520AF93F},,,1735845523000,253402300799000,4419751,11866287
25-00000954,1447 EAST CAPITOL STREET SE,WASHINGTON,DC,20003.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735826909000,1737825356000.0,1736485140000,1735826909000,,,,Closed,,Standard,,Ward 6,401401.73,135743.29,38.88953139,-76.98384296,63001,,{2ABAD36E-343C-4F52-E063-792F520AF93F},,,1735845523000,253402300799000,4419752,11866288
25-00000955,4002 E STREET SE,WASHINGTON,DC,20019.0,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,1735826938000,1735849265000.0,1736431738000,1735826938000,,,,Closed,,Standard,,Ward 7,404635.75,135048.0,38.88325685,-76.94657072,146381,,{2ABAD36E-343D-4F52-E063-792F520AF93F},,,1735845523000,253402300799000,4419753,11866289
25-00000957,120 18TH STREET SE,WASHINGTON,DC,20003.0,TRACO001,Trash Cart Repair,SWMA- Solid Waste Management Admistration,DPW,1,1735826947000,1737030280000.0,1738332547000,1735826947000,,,,Closed,,Standard,,Ward 7,401842.46,135576.01,38.88802366,-76.97876333,72218,,{2ABAD36E-343E-4F52-E063-792F520AF93F},,,1735845523000,253402300799000,4419754,11866290
25-00000959,602 14TH PLACE NE,WASHINGTON,DC,20002.0,S0336,Out of State Parking Violation (ROSA),PEMA- Parking Enforcement Management Administration,DPW,1,1735826958000,1735971963000.0,1739542158000,1735826958000,,,,Closed,,Standard,,Ward 6,401323.52,136662.76,38.8978141,-76.98474267,5630,,{2ABAD36E-343F-4F52-E063-792F520AF93F},,,1735845523000,253402300799000,4419755,11866291
25-00000961,600 - 698 BLOCK OF KENNEDY STREET NE,WASHINGTON,DC,20011.0,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,1735826986000,1742568558000.0,1736431786000,1735826986000,,,,Closed,,Standard,,Ward 5,400172.27,143243.32,38.95709482,-76.99801245,800784,,{2ABAD36E-3440-4F52-E063-792F520AF93F},,,1735845523000,253402300799000,4419756,11866292
25-00000962,202 FLORIDA AVENUE NE,WASHINGTON,DC,20002.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735827010000,1735840644000.0,1735913410000,1735827010000,,,,Closed,,Standard,,Ward 5,399751.73,137859.05,38.90859167,-77.00286245,306458,,{2ABAD36E-3441-4F52-E063-792F520AF93F},,,1735845523000,253402300799000,4419757,11866293
25-00000964,645 14TH PLACE NE,WASHINGTON,DC,20002.0,S0336,Out of State Parking Violation (ROSA),PEMA- Parking Enforcement Management Administration,DPW,1,1735827018000,1735972648000.0,1739542218000,1735827018000,,,,Closed,,Standard,,Ward 6,401350.83,136742.34,38.89853128,-76.98442769,1624,,{2ABAD36E-3442-4F52-E063-792F520AF93F},,,1735845523000,253402300799000,4419758,11866294
25-00000966,1429 3RD STREET SW,WASHINGTON,DC,20024.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735827028000,1735835946000.0,1735913428000,1735827028000,,,,Closed,,Standard,,Ward 6,398663.87,133860.8,38.87257329,-77.01539724,298854,,{2ABAD36E-3443-4F52-E063-792F520AF93F},,,1735845523000,253402300799000,4419759,11866295
25-00000967,6704 4TH STREET NW,WASHINGTON,DC,20012.0,S0316,Recycling Cart Delivery,SWMA- Solid Waste Management Admistration,DPW,1,1735827036000,1741970310000.0,1738332635000,1735827036000,,,,Closed,,Standard,,Ward 4,398413.13,144849.35,38.97156126,-77.01831211,249083,,{2ABAD36E-3444-4F52-E063-792F520AF93F},,,1735845523000,253402300799000,4419760,11866296
25-00000971,3038 CAMBRIDGE PLACE NW,WASHINGTON,DC,20007.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735827091000,1740510298000.0,1739422740000,1735827091000,,,,Closed,,Standard,,Ward 2,394739.15,138142.58000000002,38.91113043,-77.06065756,273094,,{2ABAD36E-3445-4F52-E063-792F520AF93F},,,1735845523000,253402300799000,4419761,11866297
25-00000976,2950 13TH STREET NE,WASHINGTON,DC,20017.0,S0441,Trash Collection - Missed,SWMA- Solid Waste Management Admistration,DPW,1,1735827102000,1736017289000.0,1736172702000,1735827102000,,,,Closed,,Standard,,Ward 5,400996.37,139911.12,38.92707719,-76.98850929,42757,,{2ABAD36E-3446-4F52-E063-792F520AF93F},,,1735845523000,253402300799000,4419762,11866298
25-00000978,410 EAST CAPITOL STREET NE,WASHINGTON,DC,20003.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735827121000,1739566899000.0,1739595540000,1735827121000,,,,Closed,,Standard,,Ward 6,399992.22000000003,135802.78,38.89006842,-77.00008968,27001,,{2ABAD36E-3447-4F52-E063-792F520AF93F},,,1735845523000,253402300799000,4419763,11866299
25-00000979,6704 4TH STREET NW,WASHINGTON,DC,20012.0,S0422,Supercan - Delivery,SWMA- Solid Waste Management Admistration,DPW,1,1735827130000,1741970315000.0,1738332730000,1735827130000,,,,Closed,,Standard,,Ward 4,398413.13,144849.35,38.97156126,-77.01831211,249083,,{2ABB0909-6FC1-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419785,11866100
25-00000980,5100 SHERIER PLACE NW,WASHINGTON,DC,20016.0,SIGNMISS_v2,Roadway Signs,,DDOT,1,1735827132000,,1752243132000,1735827132000,,,,In-Progress,,Standard,,Ward 3,391100.13,139623.56,38.92444226,-77.10263461,269577,,{2ABB0909-6FC2-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419786,11866101
25-00000982,108 ATLANTIC STREET SE,WASHINGTON,DC,20032.0,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,1735827148000,1735827148000.0,1735913548000,1735827148000,,,,Closed,,Standard,,Ward 8,399540.34,129288.01000000001,38.83138052,-77.00529396,74619,,{2ABB0909-6FC3-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419787,11866102
25-00000985,930 SYCAMORE DRIVE SE,WASHINGTON,DC,20032.0,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,1735827155000,1735827155000.0,1735913555000,1735827155000,,,,Closed,,Standard,,Ward 8,400681.82,130891.67,38.84582653,-76.99214581,331674,,{2ABB0909-6FC4-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419788,11866103
25-00000988,1615 RIDGE PLACE SE,WASHINGTON,DC,20020.0,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,1735827235000,1735912813000.0,1736432035000,1735827235000,,,,Closed,,Standard,,Ward 8,401598.82,133431.53,38.86870582,-76.98157658,59687,,{2ABB0909-6FC5-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419789,11866104
25-00000991,458 NEW JERSEY AVENUE SE,WASHINGTON,DC,20003.0,HAID2022,DC How Am I Driving?,,ORM,1,1735827278000,,1739542477000,1735827278000,,,,Open,,Standard,,Ward 6,399450.7,135078.45,38.88354287,-77.00633098,19673,,{2ABB0909-6FC6-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419790,11866105
25-00000993,601 L STREET SE,WASHINGTON,DC,20003.0,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,1735827283000,1735827283000.0,1735913683000,1735827283000,,,,Closed,,Standard,,Ward 8,400235.53,134381.38,38.87726387,-76.99728563,289693,,{2ABB0909-6FC7-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419791,11866106
25-00000994,14TH STREET NW AND H STREET NW,WASHINGTON,DC,20005.0,S0276,Parking Meter Repair,Transportation Operations Administration,DDOT,1,1735827300000,1735920229000.0,1736432099000,1735827300000,,,,Closed,,Standard,,Ward 2,397227.99010738,136928.4883165,38.9002045,-77.03195636,906006,,{2ABB0909-6FC8-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419792,11866107
25-00000998,5322 1ST STREET NW,WASHINGTON,DC,20011.0,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,1735827336000,1735838466000.0,1736432135000,1735827336000,,,,Closed,,Standard,,Ward 4,398972.68,143047.87,38.95533391,-77.01185234,245972,,{2ABB0909-6FC9-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419793,11866108
25-00001000,6000 - 6099 BLOCK OF NORTH DAKOTA AVENUE NW,WASHINGTON,DC,,RPP,Residential Parking Permit Violation,PEMA- Parking Enforcement Management Administration,DPW,1,1735827346000,1735837710000.0,1735913746000,1735827346000,,,,Closed,,Standard,,Ward 4,-77.01209157,38.96324298,38.96324298,-77.01209157,811113,,{2ABB0909-6FCA-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419794,11866109
25-00001006,703 EAST BASIN DRIVE SW,WASHINGTON,DC,20004.0,DOCVEH2022,Dockless Vehicle Parking Complaint,,DDOT,1,1735827427000,1735827795000.0,1736173026000,1735827427000,,,,Closed,,Standard,,Ward 2,396766.5,134690.59,38.8800431,-77.03726599,313483,,{2ABB0909-6FCB-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419795,11866110
25-00001009,,WASHINGTON,DC,20032.0,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,1735827476000,1735827476000.0,1735913876000,1735827476000,,,,Closed,,Standard,,Ward 8,397811.44,129319.48,38.83166108,-77.02520599,309687,,{2ABB0909-6FCC-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419796,11866111
25-00001011,1366 SHEPHERD STREET NW,WASHINGTON,DC,20011.0,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,1735827505000,1735923040000.0,1736432305000,1735827505000,,,,Closed,,Standard,,Ward 4,397212.83,141294.43,38.93953461,-77.03214885,224894,,{2ABB0909-6FCD-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419797,11866112
25-00001016,95 M STREET SW,WASHINGTON,DC,20024.0,DMV43,DMV - Hearings,Adjudication Services,DMV,1,1735827594000,1736517229000.0,1736777993000,1735827594000,,,,Closed,,Standard,,Ward 6,398974.75,134389.41,38.8773353,-77.01181553,276856,,{2ABB0909-6FCE-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419798,11866113
25-00001017,149 13TH STREET NE,WASHINGTON,DC,20002.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735827600000,1739570472000.0,1739595540000,1735827600000,,,,Closed,,Standard,,Ward 6,401036.51,136002.66,38.8918684,-76.98805227,62856,,{2ABB0909-6FCF-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419799,11866114
25-00001019,729 6TH STREET NE,WASHINGTON,DC,20002.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735827609000,1735832398000.0,1735914009000,1735827609000,,,,Closed,,Standard,,Ward 6,400154.98,136867.6,38.89966069,-76.99821337,78169,,{2ABB0909-6FD0-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419800,11866115
25-00001020,205 3RD STREET NE,WASHINGTON,DC,20002.0,S0451,Trash Cart - Delivery,SWMA- Solid Waste Management Admistration,DPW,1,1735827634000,1737471384000.0,1738333234000,1735827634000,,,,Closed,,Standard,,Ward 6,399842.14,136046.57,38.89226455,-77.00181964,52200,,{2ABB0909-6FD1-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419801,11866116
25-00001021,627 GALVESTON PLACE SE,WASHINGTON,DC,20032.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735827634000,1737644465000.0,1736398740000,1735827634000,,,,Closed,,Standard,,Ward 8,400138.48,128484.34,38.82414079,-76.99840527,3017,,{2ABB0909-6FD2-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419802,11866117
25-00001023,703 EAST BASIN DRIVE SW,WASHINGTON,DC,20004.0,DOCVEH2022,Dockless Vehicle Parking Complaint,,DDOT,1,1735827650000,1735828112000.0,1736173250000,1735827650000,,,,Closed,,Standard,,Ward 2,396766.5,134690.59,38.8800431,-77.03726599,313483,,{2ABB3EB9-2AAD-3DAE-E063-792F520A263E},,,1735847339000,253402300799000,4419851,11866354
25-00001024,4521 BURLINGTON PLACE NW,WASHINGTON,DC,20016.0,PubspceInsp,Public Space Inspection,,DDOT,1,1735827655000,1736258027000.0,1743430855000,1735827655000,,,,Closed,,Standard,,Ward 3,392236.14,142519.81,38.95054329,-77.08956675,267571,,{2ABB0909-6FD4-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419804,11866119
25-00001022,1448 MINNESOTA AVENUE SE,WASHINGTON,DC,20020.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735827649000,1737655045000.0,1736398740000,1735827649000,,,,Closed,,Standard,,Ward 8,401500.19,133320.75,38.86770804,-76.98271335,63021,,{2ABB0909-6FD3-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419803,11866118
25-00001026,1477 NEWTON STREET NW,WASHINGTON,DC,20010.0,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,1735827664000,1735827664000.0,1735914064000,1735827664000,,,,Closed,,Standard,,Ward 1,397006.64,140553.11000000002,38.9328559,-77.03452393,234585,,{2ABB0909-6FD5-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419805,11866120
25-00001027,1816 KILBOURNE PLACE NW,WASHINGTON,DC,20010.0,S0003,Abandoned Vehicle - On Private Property,PEMA- Parking Enforcement Management Administration,DPW,1,1735827670000,1740677945000.0,1741616470000,1735827670000,,,,Closed,,Standard,,Ward 1,396321.39,140277.76,38.93037287,-77.04242579,236602,,{2ABB0909-6FD6-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419806,11866121
25-00001028,1301 7TH STREET NW,WASHINGTON,DC,20001.0,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,1735827672000,1735827672000.0,1735914072000,1735827672000,,,,Closed,,Standard,,Ward 2,398126.85000000003,137786.89,38.90793966,-77.02159644,238632,,{2ABB0909-6FD7-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419807,11866122
25-00001032,5101 SHERIER PLACE NW,WASHINGTON,DC,20016.0,SIGNMISS_v2,Roadway Signs,,DDOT,1,1735827732000,,1752243732000,1735827732000,,,,In-Progress,,Standard,,Ward 3,391132.57,139643.64,38.92462347,-77.10226076,277452,,{2ABB0909-6FD8-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419808,11866123
25-00001033,5322 1ST STREET NW,WASHINGTON,DC,20011.0,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,1735827742000,1736528775000.0,1737555741000,1735827742000,,,,Closed,,Standard,,Ward 4,398972.68,143047.87,38.95533391,-77.01185234,245972,,{2ABB0909-6FD9-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419809,11866124
25-00001035,5322 1ST STREET NW,WASHINGTON,DC,20011.0,S0336,Out of State Parking Violation (ROSA),PEMA- Parking Enforcement Management Administration,DPW,1,1735827744000,1735973058000.0,1739542944000,1735827744000,,,,Closed,,Standard,,Ward 4,398972.68,143047.87,38.95533391,-77.01185234,245972,,{2ABB0909-6FDA-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419810,11866125
25-00001040,1201 POTOMAC AVENUE SE,WASHINGTON,DC,20003.0,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,1735827879000,1735827879000.0,1735914279000,1735827879000,,,,Closed,,Standard,,Ward 6,400947.27,134527.75,38.87858195,-76.98908297,72106,,{2ABB0909-6FDB-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419811,11866126
25-00001041,724 19TH STREET NE,WASHINGTON,DC,20002.0,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,1735827880000,1735827880000.0,1735914280000,1735827880000,,,,Closed,,Standard,,Ward 7,402010.09,136706.87,38.89821049,-76.97682788,77904,,{2ABB0909-6FDC-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419812,11866127
25-00001044,1259 DELAFIELD PLACE NE,WASHINGTON,DC,20017.0,S0422,Supercan - Delivery,SWMA- Solid Waste Management Admistration,DPW,1,1735827909000,1741970319000.0,1738333509000,1735827909000,,,,Closed,,Standard,,Ward 5,401081.87,142372.73,38.949252,-76.98751938,69356,,{2ABB0909-6FDD-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419813,11866128
25-00001045,1514 A STREET NE,WASHINGTON,DC,20002.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735827914000,1737650479000.0,1736398740000,1735827914000,,,,Closed,,Standard,,Ward 7,401465.17,135918.21,38.89110703,-76.98311134,61847,,{2ABB0909-6FDE-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419814,11866129
25-00001047,3522 PORTER STREET NW,WASHINGTON,DC,20016.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735827936000,1736521373000.0,1736312340000,1735827936000,,,,Closed,,Standard,,Ward 3,393951.73,141027.94,38.9371176,-77.06976193,221692,,{2ABB0909-6FDF-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419815,11866130
25-00001050,1421 BANGOR STREET SE,WASHINGTON,DC,20020.0,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,1735827971000,1737924350000.0,1737555971000,1735827971000,,,,Closed,,Standard,,Ward 8,401111.77,132504.65,38.86035685,-76.98719042,64228,,{2ABB0909-6FE0-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419816,11866131
25-00001052,623 PRINCETON PLACE NW,WASHINGTON,DC,20010.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735828020000,1736773427000.0,1736830740000,1735828020000,,,,Closed,,Standard,,Ward 1,398246.25,140892.47,38.93591631,-77.02022775,228499,,{2ABB0909-6FE1-3055-E063-782F520A6F1D},,,1735846425000,253402300799000,4419817,11866132
25-00001054,3827 T STREET NW,WASHINGTON,DC,20007.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735828085000,1736870231000.0,1736485140000,1735828085000,,,,Closed,,Standard,,Ward 2,393470.43,138637.81,38.91558311,-77.0752906,270728,,{2ABB3EB9-2AAE-3DAE-E063-792F520A263E},,,1735847339000,253402300799000,4419852,11866355
25-00001055,1702 17TH STREET SE,WASHINGTON,DC,20020.0,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,1735828109000,1735828109000.0,1735914509000,1735828109000,,,,Closed,,Standard,,Ward 8,401692.0,133492.34,38.86925344,-76.9805027,147814,,{2ABB3EB9-2AAF-3DAE-E063-792F520A263E},,,1735847339000,253402300799000,4419853,11866356
25-00001056,5153 SHERIER PLACE NW,WASHINGTON,DC,20016.0,SIGNMISS_v2,Roadway Signs,,DDOT,1,1735828114000,,1752244114000,1735828114000,,,,In-Progress,,Standard,,Ward 3,391030.05,139761.44,38.92568361,-77.10344458,268373,,{2ABB3EB9-2AB0-3DAE-E063-792F520A263E},,,1735847339000,253402300799000,4419854,11866357
25-00001059,2828 PENNSYLVANIA AVENUE NW,WASHINGTON,DC,20007.0,S0361,Sidewalk Repair,Toa-Street & Bridge Maintenance,DDOT,1,1735828117000,1742392426000.0,1769783317000,1735828117000,,,,Closed,,Standard,,Ward 2,394975.9,137460.7,38.9049892,-77.05792285,301039,,{2ABB3EB9-2AB1-3DAE-E063-792F520A263E},,,1735847339000,253402300799000,4419855,11866358
25-00001066,1824 T STREET SE,WASHINGTON,DC,20020.0,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,1735828172000,1735828172000.0,1735914572000,1735828172000,,,,Closed,,Emergency,,Ward 8,401899.39,133309.66,38.86760736,-76.9781134,55382,,{2ABB3EB9-2AB4-3DAE-E063-792F520A263E},,,1735847339000,253402300799000,4419858,11866361
25-00001063,4818 5TH STREET NW,WASHINGTON,DC,20011.0,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,1735828159000,1735921458000.0,1737556159000,1735828159000,,,,Closed,,Standard,,Ward 4,398286.37,142351.08000000002,38.94905597,-77.01976865,247264,,{2ABB3EB9-2AB2-3DAE-E063-792F520A263E},,,1735847339000,253402300799000,4419856,11866359
25-00001065,EAST CAPITOL STREET AND 9TH STREET NE,WASHINGTON,DC,20003.0,SIGTRAMA,Traffic Signal Issue,Toa- Trans Sys Mnt,DDOT,1,1735828160000,1735833201000.0,1736173760000,1735828160000,,,,Closed,,Standard,,Ward 6,400541.61999846,135773.47001142,38.88980388,-76.99375699,903861,,{2ABB3EB9-2AB3-3DAE-E063-792F520A263E},,,1735847339000,253402300799000,4419857,11866360
25-00001068,5TH STREET NW AND U STREET NW,WASHINGTON,DC,20001.0,HAID2022,DC How Am I Driving?,,ORM,1,1735828180000,1736357728000.0,1739543380000,1735828180000,,,,Closed,,Standard,,Ward 1,398379.13001245,138752.01999819,38.91663438,-77.01869006,900383,,{2ABB3EB9-2AB5-3DAE-E063-792F520A263E},,,1735847339000,253402300799000,4419859,11866362
25-00001069,125 QUINCY PLACE NE,WASHINGTON,DC,20002.0,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,1735828188000,1736352028000.0,1736432988000,1735828188000,,,,Closed,,Standard,,Ward 5,399521.67,138202.32,38.9116842,-77.00551518,69603,,{2ABB3EB9-2AB6-3DAE-E063-792F520A263E},,,1735847339000,253402300799000,4419860,11866363
25-00001075,541 MELLON STREET SE,WASHINGTON,DC,20032.0,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,1735828274000,1737922258000.0,1737556274000,1735828274000,,,,Closed,,Standard,,Ward 8,400128.82,130919.77,38.84608026,-76.99851606,9136,,{2ABB3EB9-2A8D-3DAE-E063-792F520A263E},,,1735847339000,253402300799000,4419819,11866322
25-00001074,,WASHINGTON,DC,20032.0,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,1735828248000,1735828248000.0,1735914648000,1735828248000,,,,Closed,,Standard,,Ward 8,397811.44,129319.48,38.83166108,-77.02520599,309687,,{2ABB3EB9-2A8C-3DAE-E063-792F520A263E},,,1735847339000,253402300799000,4419818,11866321
25-00001076,1231 E STREET SE,WASHINGTON,DC,20003.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735828282000,1739808115000.0,1739595540000,1735828282000,,,,Closed,,Standard,,Ward 6,400948.15,134976.52,38.88262431,-76.98907221,327766,,{2ABB3EB9-2A8E-3DAE-E063-792F520A263E},,,1735847339000,253402300799000,4419820,11866323
25-00001080,751 P STREET NW,WASHINGTON,DC,20001.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735828321000,1737828662000.0,1736485140000,1735828321000,,,,Closed,,Standard,,Ward 2,398039.85000000003,137994.47,38.90980976,-77.0226001,309484,,{2ABB3EB9-2A8F-3DAE-E063-792F520A263E},,,1735847339000,253402300799000,4419821,11866324
25-00001081,703 DELAFIELD STREET NE,WASHINGTON,DC,20017.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735828324000,1736866011000.0,1736225940000,1735828324000,,,,Closed,,Standard,,Ward 5,400277.94,142374.54,38.94926893,-76.99679364,123,,{2ABB3EB9-2A90-3DAE-E063-792F520A263E},,,1735847339000,253402300799000,4419822,11866325
25-00001082,1630 KRAMER STREET NE,WASHINGTON,DC,20002.0,RPP,Residential Parking Permit Violation,PEMA- Parking Enforcement Management Administration,DPW,1,1735828327000,1735842476000.0,1735914727000,1735828327000,,,,Closed,,Standard,,Ward 7,401615.58,136688.84,38.89804889,-76.98137579,59021,,{2ABB3EB9-2A91-3DAE-E063-792F520A263E},,,1735847339000,253402300799000,4419823,11866326
25-00001084,1444 SMITH PLACE SE,WASHINGTON,DC,20032.0,S0441,Trash Collection - Missed,SWMA- Solid Waste Management Admistration,DPW,1,1735828339000,1735928082000.0,1736173939000,1735828339000,,,,Closed,,Standard,,Ward 8,401364.93,130811.77,38.8451063,-76.98427692,63186,,{2ABB3EB9-2A92-3DAE-E063-792F520A263E},,,1735847339000,253402300799000,4419824,11866327
25-00001085,713 MARYLAND AVENUE NE,WASHINGTON,DC,20002.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735828343000,1735836027000.0,1735914743000,1735828343000,,,,Closed,,Standard,,Ward 6,400408.18,136353.45,38.89502896,-76.99529475,303293,,{2ABB3EB9-2A93-3DAE-E063-792F520A263E},,,1735847339000,253402300799000,4419825,11866328
25-00001089,5204 SHERIER PLACE NW,WASHINGTON,DC,20016.0,SIGNMISS_v2,Roadway Signs,,DDOT,1,1735828402000,,1752244402000,1735828402000,,,,In-Progress,,Standard,,Ward 3,390963.33,139779.7,38.92584742,-77.10421426,269582,,{2ABB3EB9-2A94-3DAE-E063-792F520A263E},,,1735847339000,253402300799000,4419826,11866329
25-00001090,1620 ROSEDALE STREET NE,WASHINGTON,DC,20002.0,RPP,Residential Parking Permit Violation,PEMA- Parking Enforcement Management Administration,DPW,1,1735828418000,1735838403000.0,1735914818000,1735828418000,,,,Closed,,Standard,,Ward 7,401600.28,136638.47,38.89759516,-76.98155229,59502,,{2ABB3EB9-2A95-3DAE-E063-792F520A263E},,,1735847339000,253402300799000,4419827,11866330
25-00001092,3154 STANTON ROAD SE,WASHINGTON,DC,20020.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735828435000,1737648674000.0,1736398740000,1735828435000,,,,Closed,,Standard,,Ward 8,401674.29000000004,131363.47,38.85007539,-76.98071196,39464,,{2ABB3EB9-2A96-3DAE-E063-792F520A263E},,,1735847339000,253402300799000,4419828,11866331
25-00001094,1011 18TH STREET NE,WASHINGTON,DC,20002.0,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,1735828446000,1736534526000.0,1736433246000,1735828446000,,,,Closed,,Standard,,Ward 5,401920.51,137225.35,38.90288135,-76.9778591,75816,,{2ABB3EB9-2A97-3DAE-E063-792F520A263E},,,1735847339000,253402300799000,4419829,11866332
